Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Kotayk, Dzoraghbyur, Dzoraghbyur",Kotayk, Dzoraghbyur, Dzoraghbyur,400000,333,5157.0,1200,7,4,3,Stone,3.0,Newly repaired,06.10.2015,08.08.2018,08.05.2022,40.2004541,44.6345848,"Ձորափի փողոց, Նորավան, Ձորաղբյուր, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2224, Հայաստան","water24/7,Electricity","Swimmingpool,Irondoor,Bilateral,Fence,Gate,Garage,Roadside,View,Sunny,Tile,Eurowindows,Openbalcony",https://myrealty.am/en/house-for-sale/Dzoraghbyur/Dzoraghbyur/Kotayk/10366,0,0,,,for sale,house,myrealty.am,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,520000,1016,2955.0,512,4,1,2,Other,3.2,Good,05.10.2015,17.10.2021,08.05.2022,40.1925111,44.5108429,"64, Սարմենի փողոց, Երևան, 0077, Հայաստան","water24/7,Electricity,Centralheating,Hotwater,Gas,Heating","Irondoor,Bilateral,Fence,Gate,Parking,Garage,Roadside,Closetothebusstation,View,Sunny,Eurowindows,Attic,Basement",https://myrealty.am/en/house-for-sale/Sarmen+St/Center/Yerevan/10330,0,0,,,for sale,house,myrealty.am,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"Yerevan, Achapnyak, Nazarbekyan district",Yerevan, Achapnyak, Nazarbekyan district,270000,1038,9067.0,260,4,2,1,Stone,2.8,Newly repaired,01.10.2015,12.07.2021,08.05.2022,40.2059466,44.4570316,"21/2, Գ-1 միկրո, Г-1 թաղամաս, Աջափնյակ, Երևան, 0057, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water,Irrigation,Sewerage,Canalization","Furniture,Equipment,Openbalcony,Eurowindows,Gate,Fence,Irondoor",https://myrealty.am/en/house-for-sale/Nazarbekyan+district/Achapnyak/Yerevan/9945,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kotayk, Ptghni, Ptghni",Kotayk, Ptghni, Ptghni,200000,29,8050.0,7000,4,2,1,Stone,3.0,Good,29.09.2015,14.03.2016,08.05.2022,40.2568783,44.5818467,"Պտղնի, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2214, Հայաստան","Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Heater,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Attic,Basement,Swimmingpool,Sunny,Bilateral,Garage,Playground,Park,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/+Ptghni/Ptghni/Kotayk/9732,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
"Tavush, Dilijan, Dilidjan",Tavush, Dilijan, Dilidjan,50000,83,10516.0,600,4,2,1,Stone,2.8,Good,28.09.2015,20.11.2015,08.05.2022,40.7405524,44.8625965,"9, Կալինինի փողոց, Դիլիջան, Դիլիջանի տարածաշրջան, Տավուշի մարզ, 3901, Հայաստան","Gas,Internet,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Basement,Sunny,View,Garage",https://myrealty.am/en/house-for-sale/Dilidjan/Dilijan/Tavush/9608,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,250000,417,12730.0,600,4,1,1,Stone,2.8,Good,23.09.2015,11.12.2020,08.05.2022,40.2193467,44.5249737,"5/6, Ղափանցյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","water24/7,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-sale/Ghapantsian+St/Arabkir/Yerevan/9172,0,0,,,for sale,house,myrealty.am,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tavush, Dilijan, Kamo street",Tavush, Dilijan, Kamo street,50000,83,12247.0,600,4,2,1,Stone,2.8,Good,23.09.2015,09.04.2019,08.05.2022,40.7405524,44.8625965,"9, Կալինինի փողոց, Դիլիջան, Դիլիջանի տարածաշրջան, Տավուշի մարզ, 3901, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Internet,Gas,Heating","Fence,Gate,Garage,Roadside,View,Sunny,Storageroom,Basement,Balcony,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-sale/Kamo+street/Dilijan/Tavush/9157,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
"Aragatsotn, Ashtarak, Ashtarak",Aragatsotn, Ashtarak, Ashtarak,150000,214,4230.0,700,4,2,3,Stone,3.2,Newly repaired,11.09.2015,09.09.2017,08.05.2022,40.2928735,44.3505077,"N-1, 2, Մեսրոպ Մաշտոցի փողոց, Աշտարակ, Աշտարակի տարածաշրջան, Արագածոտնի մարզ, 0202, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Tile,Laminateflooring,Swimmingpool,Sunny,Closetothebusstation,Parking,Garage,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-sale/Ashtarak/Ashtarak/Aragatsotn/8478,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0
"Yerevan, Achapnyak, Silikyan district",Yerevan, Achapnyak, Silikyan district,320000,291,4800.0,1100,4,3,3,Stone,3.0,Good,07.09.2015,17.01.2020,08.05.2022,40.2147868,44.4308133,"Սիլիկյան թաղամաս, Աջափնյակ, Երևան, 0029, Հայաստան","Electricity,Gas","Fence,Garage,View,Sunny,Basement",https://myrealty.am/en/house-for-sale/Silikyan+district/Achapnyak/Yerevan/8233,0,0,,,for sale,house,bars.am,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Avan, Arinj 15th street",Yerevan, Avan, Arinj 15th street,230000,288,3819.0,800,4,2,2,Stone,3.0,Good,01.09.2015,16.07.2021,08.05.2022,40.2245942,44.5664846,"Ավան-Առինջ 1-ին միկրոշրջան, Ավան, Երևան, 0040, Հայաստան","water24/7,Electricity","Roadside,Closetothebusstation,View,Sunny,Basement",https://myrealty.am/en/house-for-sale/Arinj+15th+street/Avan/Yerevan/7961,0,0,,,for sale,house,myrealty.am,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Erebuni, Achemyan 2th al",Yerevan, Erebuni, Achemyan 2th al,154000,513,3986.0,300,1,2,1,Stone,3.0,Newly repaired,25.08.2015,16.07.2021,08.05.2022,40.1280185,44.5413779,"Նուբարաշենի խճուղի, Էրեբունի, Երևան, 0094, Հայաստան","water24/7,Electricity,Centralheating,Hotwater,Gas,Heating","Irondoor,Roadside,Closetothebusstation,View,Sunny,Openbalcony",https://myrealty.am/en/house-for-sale/Achemyan+2th+al/Erebuni/Yerevan/7505,0,0,,,for sale,house,bars.am,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"Armavir, Echmiadzin, Tumanyan street",Armavir, Echmiadzin, Tumanyan street,87000,140,10740.0,620,3,1,1,Stone,3.0,Good,25.08.2015,03.12.2018,08.05.2022,40.1632626,44.2935926,"Կոմիտասի հրապարակ, Վաղարշապատ, Vagharshapat Boundary, Արմավիրի մարզ, Հայաստան","Sewerage,Canalization,Irrigation,Water,water24/7,Internet,Hotwater,Gas","Fence,Gate,Buildingexistence,Grating,Garage,Playground,Park,Roadside,Eurowindows,Openbalcony",https://myrealty.am/en/house-for-sale/Tumanyan+street/Echmiadzin/Armavir/7447,0,0,,,for sale,house,myrealty.am,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,1050000,1050,8353.0,1000,4,2,3,Stone,2.8,Newly repaired,20.08.2015,02.12.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","water24/7,Centralheating,Air-conditioner,Internet,Hotwater,Gas,Heating","View,Sunny,Parquet,Laminateflooring,Tile,Eurowindows,Storageroom,Basement,Openbalcony,Equipment,Furniture",https://myrealty.am/en/new-build-house-for-sale/Vahakni+District/Vahagni+district/Yerevan/7095,0,0,,,for sale,house,myrealty.am,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
"Kotayk, Arinj, Paruyr Sevak 2th street",Kotayk, Arinj, Paruyr Sevak 2th street,165000,217,7706.0,760,4,3,3,Stone,3.0,Zero condition,12.08.2015,13.11.2017,08.05.2022,40.2336869,44.5820672,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","water24/7,Electricity,Internet,Gas","Garage,View,Sunny",https://myrealty.am/en/house-for-sale/Paruyr+Sevak+2th+street/Arinj/Kotayk/6749,0,0,,,for sale,house,bars.am,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Kotayk, Ptghni, Ptghni",Kotayk, Ptghni, Ptghni,80000,94,6732.0,850,4,2,1,Stone,2.8,Good,10.08.2015,14.03.2016,08.05.2022,40.2568783,44.5818467,"Պտղնի, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2214, Հայաստան","Sewerage,Canalization,Irrigation,Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Buildingexistence,Parking,Garage,View,Storageroom,Basement,Balcony,Openbalcony,Furniture",https://myrealty.am/en/house-for-sale/+Ptghni/Ptghni/Kotayk/6655,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"Armavir, Echmiadzin, Tumanyan street",Armavir, Echmiadzin, Tumanyan street,250000,668,2313.0,374,4,2,3,Stone,3.2,Newly repaired,10.08.2015,05.02.2020,08.05.2022,40.1632626,44.2935926,"Կոմիտասի հրապարակ, Վաղարշապատ, Vagharshapat Boundary, Արմավիրի մարզ, Հայաստան","Sewerage,Canalization,Irrigation,water24/7,Electricity,Hotwater,Gas,Heating","Fireplace,Parking,Garage,Roadside,View,Sunny,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-sale/Tumanyan+street/Echmiadzin/Armavir/6633,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
"Yerevan, Center, Aghyusagorcner St",Yerevan, Center, Aghyusagorcner St,153000,510,12363.0,300,4,2,2,Stone,3.2,Good,02.08.2015,05.04.2021,08.05.2022,40.1650412,44.5202896,"59, Աղյուսագործների փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Attic,Basement,Tile,Laminateflooring,Sunny,Closetothebusstation,Park",https://myrealty.am/en/house-for-sale/Aghyusagorcner++St/Center/Yerevan/6293,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Ararat, Artashat, N.Xarberd",Ararat, Artashat, N.Xarberd,95000,115,5568.0,826,4,2,1,Stone,2.8,Good,30.07.2015,15.04.2019,08.05.2022,39.9535181,44.5519782,"55, Թորոմոնյան փողոց, Արտաշատ, Արտաշատի տարածաշրջան, Արարատի մարզ, 0703, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Openbalcony,Attic,Basement,Sunny",https://myrealty.am/en/house-for-sale/N.Xarberd/Artashat/Ararat/6139,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Kotayk, Arinj, Arinj",Kotayk, Arinj, Arinj,200000,200,6788.0,1000,4,2,3,Monolit,3.2,Newly repaired,27.07.2015,03.12.2018,08.05.2022,40.231389,44.571111,"74, Մաշտոցի փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Attic,Basement,Tile,Laminateflooring,Sunny,Roadside,Parking,Garage,Playground,Gate,Fence",https://myrealty.am/en/house-for-sale/Arinj/Arinj/Kotayk/5965,0,0,,,for sale,house,bars.am,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,360000,450,9502.0,800,4,4,3,Monolit,3.2,Zero condition,25.07.2015,13.07.2021,08.05.2022,40.19177855,44.49325565,"78/1, Այգեձորի փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Irrigation,Sewerage,Canalization,Electricity,Water,water24/7","Eurowindows,Loggia,Openbalcony,Balcony,View,Bilateral,Parking,Garage,Fence",https://myrealty.am/en/new-build-house-for-sale/Aygedzor+St/Arabkir/Yerevan/5904,0,0,,,for sale,house,bars.am,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"Aragatsotn, Ashtarak, Ashtarak",Aragatsotn, Ashtarak, Ashtarak,70000,23,8665.0,3000,4,1,2,Stone,3.2,Good,23.07.2015,06.05.2022,08.05.2022,40.33188072,44.27652165,"Բյուրական, Աշտարակի տարածաշրջան, Արագածոտնի մարզ, 0224, Հայաստան","Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Openbalcony,Balcony,Storageroom,Attic,Basement,Tile,Sunny,View,Bilateral,Parking,Garage,Playground,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Ashtarak/Ashtarak/Aragatsotn/5755,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1
"Kotayk, Sevan - Yerevan, Sevan - Yerevan",Kotayk, Sevan - Yerevan, Sevan - Yerevan,75000,20,8316.0,3700,4,3,3,Stone,3.2,Zero condition,20.07.2015,09.09.2017,08.05.2022,40.291618,44.6314752,"8-րդ միկրոշրջան, Սևանի փողոց, Աբովյան, Abovyan, Կոտայքի մարզ, 2201, Հայաստան","Heating,Irrigation,Sewerage,Canalization,Electricity,Gas,Water","Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Attic,Basement,Parquet,Swimmingpool,Sunny,View,Roadside,Parking,Garage,Playground,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Sevan+-+Yerevan/Sevan+-+Yerevan/Kotayk/5566,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Yerevan, Arabkir, Sose St",Yerevan, Arabkir, Sose St,800000,1333,10026.0,600,4,3,4,Stone,2.8,Newly repaired,17.07.2015,24.09.2021,08.05.2022,40.1950353,44.5040434,"28, Սոսեի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Centralheating,Gas","Furniture,Equipment,Fireplace,Eurowindows,Openbalcony,Balcony,Storageroom,Tile,Parking,Garage",https://myrealty.am/en/house-for-sale/Sose+St/Arabkir/Yerevan/5446,0,0,,,for sale,house,myrealty.am,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"Aragatsotn, Ashtarak, Sasunik",Aragatsotn, Ashtarak, Sasunik,70000,23,13775.0,3000,4,1,1,Stone,3.2,Good,15.07.2015,28.02.2017,08.05.2022,40.33449784,44.27600666,"Բյուրական, Աշտարակի տարածաշրջան, Արագածոտնի մարզ, 0224, Հայաստան","Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water","Furniture,Eurowindows,Irondoor,Openbalcony,Balcony,Storageroom,Basement,Sunny,View,Bilateral,Parking,Garage,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-sale/Sasunik/Ashtarak/Aragatsotn/5335,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
"Kotayk, Qanaqer Avan, Qanaqer Avan",Kotayk, Qanaqer Avan, Qanaqer Avan,125000,89,5767.0,1400,4,3,2,Stone,3.2,Good,13.07.2015,26.06.2019,08.05.2022,37.5756039,-122.3432705,"U-Haul Neighborhood Dealer, 1, Park Road, Burlingame, San Mateo County, California, 94010, United States","water24/7,Electricity","Swimmingpool,Fireplace,Parking",https://myrealty.am/en/house-for-sale/Qanaqer+Avan/Qanaqer+Avan/Kotayk/5206,0,1,,,for sale,house,bars.am,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Yerevan, Avan, Abovyan dis",Yerevan, Avan, Abovyan dis,330000,423,8529.0,780,4,3,1,Stone,3.2,Newly repaired,10.07.2015,13.07.2021,08.05.2022,40.21919209,44.56516134,"19, Հրաչյա Աճառյան փողոց 1-ին նրբանցք, Ավան, Երևան, 0040, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Storageroom,Tile,Laminateflooring,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Gate,Fence",https://myrealty.am/en/house-for-sale/Abovyan+dis/Avan/Yerevan/25425,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,490000,445,10084.0,1100,4,3,3,Stone,3.2,Newly repaired,08.07.2015,22.11.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Air-conditioner,Internet,Gas,Heating","Closetothebusstation,View,Sunny,Equipment,Furniture",https://myrealty.am/en/new-build-house-for-sale/Vahakni+District/Vahagni+district/Yerevan/11658,0,0,,,for sale,house,bars.am,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Center, NarDos St",Yerevan, Center, NarDos St,85000,243,3671.0,350,4,1,1,Stone,3.2,Newly repaired,08.07.2015,17.10.2021,08.05.2022,40.1660217,44.5169416,"55, Նար–Դոսի փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Hotwater,Electricity,Gas","Openbalcony,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-sale/NarDos+St/Center/Yerevan/4843,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Center, Noragyugh",Yerevan, Center, Noragyugh,260000,260,16886.0,1000,4,2,1,Stone,3.2,Newly repaired,01.07.2015,17.10.2021,08.05.2022,40.167778,44.493333,"94/2, Նորագյուղ փողոց, Նորագյուղ, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Irondoor,Basement,Tile,Laminateflooring,Sunny,Parking,Park",https://myrealty.am/en/house-for-sale/Noragyugh/Center/Yerevan/4000,0,0,,,for sale,house,bars.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
"Yerevan, Qanaqer-Zeytun, Lepsius 5a",Yerevan, Qanaqer-Zeytun, Lepsius 5a,100000,222,4951.0,450,4,2,1,Other,3.0,Good,25.06.2015,14.07.2021,08.05.2022,40.2079722,44.5480391,"30, Յաղուբյան փողոց, Քանաքեռ-Զեյթուն, Երևան, 0035, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Fence,Gate,View",https://myrealty.am/en/house-for-sale/Lepsius+5a/Qanaqer-Zeytun/Yerevan/3607,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kotayk, Arinj, Paruyr Sevak",Kotayk, Arinj, Paruyr Sevak,450000,450,2227.0,1000,5,2,2,Stone,3.2,Newly repaired,12.08.2019,18.08.2021,08.05.2022,40.2336869,44.5820672,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Parquet,Parking,Garage",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak/Arinj/Kotayk/82666,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"Armavir, Echmiadzin, Vazgen Arajin",Armavir, Echmiadzin, Vazgen Arajin,148000,822,2767.0,180,6,2,2,Stone,2.8,Newly repaired,11.08.2019,13.04.2021,08.05.2022,40.1690483,44.2941874,"12, Վազգեն Արաջինի փողոց, Վաղարշապատ, Վաղարշապատի տարածաշրջան, Արմավիրի մարզ, 1101, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Storageroom,Basement,Tile,Heatedfloor,Roadside,Garage,Buildingexistence,Gate",https://myrealty.am/en/house-for-sale/Vazgen+Arajin/Echmiadzin/Armavir/82632,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"Kotayk, Arinj, Paruyr Sevak",Kotayk, Arinj, Paruyr Sevak,450000,450,2737.0,1000,5,2,2,Stone,3.2,Newly repaired,10.08.2019,10.08.2019,08.05.2022,40.2336869,44.5820672,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Tile,Parquet,Parking,Garage",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak/Arinj/Kotayk/82606,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"Yerevan, Erebuni, Nor Aresh 22th street",Yerevan, Erebuni, Nor Aresh 22th street,90000,257,5286.0,350,5,2,2,Stone,3.0,Good,09.08.2019,13.04.2021,08.05.2022,40.1407474,44.5203928,"Նիկոլայ Գոգոլի անվ. 35 դպրոց, 16, Էրեբունու փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Heater,Eurowindows,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Laminateflooring,Sunny,Roadside,Closetothebusstation,Parking,Buildingexistence,Fence",https://myrealty.am/en/house-for-sale/Nor+Aresh+22th+street/Erebuni/Yerevan/82551,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0
