Location,Region,District,Street,Price,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floors,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Arabkir, Arabkir 27 St",Yerevan, Arabkir, Arabkir 27 St,900.0,768.0,118,3,3,9,3,Monolit,2.8,Good,19.10.2021,25.11.2021,08.05.2022,40.2011267,44.5059045,"1/6, Արաբկիրի 27-րդ փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Gas,Heating","Elevator,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Arabkir+27+St/Arabkir/Yerevan/115430,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,1700.0,867.0,200,4,3,6,2,Other,3.0,Good,19.10.2021,19.10.2021,08.05.2022,40.1832237,44.5165862,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Parquet,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/115429,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,800.0,779.0,73,3,3,3,1,Stone,2.8,Good,16.10.2021,16.10.2021,08.05.2022,40.1875581,44.5223282,"29, Աբովյան փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/115353,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Northern (Hyusisayin) Ave",Yerevan, Center, Northern (Hyusisayin) Ave,4000.0,582.0,165,4,5,8,3,Monolit,2.8,Good,15.10.2021,07.04.2022,08.05.2022,40.1824128,44.5151278,"5, Հյուսիսային պողոտա, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Openbalcony",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/120088,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,900.0,814.0,65,2,5,17,1,Monolit,3.0,Newly repaired,15.10.2021,15.10.2021,08.05.2022,40.1794947,44.5108391,"4/2, Ամիրյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Amiryan+St/Center/Yerevan/115329,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Riga St",Yerevan, Arabkir, Riga St,1000.0,713.0,120,3,12,12,2,Monolit,2.8,Newly repaired,14.10.2021,14.10.2021,08.05.2022,40.1986803,44.5094193,"126/4, Ռիգա փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Riga+St/Arabkir/Yerevan/115307,0,,0,,for rent,apartment,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,900.0,886.0,120,4,2,9,2,Monolit,3.0,Newly repaired,13.10.2021,13.10.2021,08.05.2022,40.1847105,44.5092319,"43, Պուշկինի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Openbalcony,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent/Pushkin+St/Center/Yerevan/115285,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,1000.0,812.0,100,4,4,17,1,Other,2.8,Newly repaired,11.10.2021,11.10.2021,08.05.2022,40.1839202,44.507468,"82/84, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent/Aram+St/Center/Yerevan/115193,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Teryan St",Yerevan, Center, Teryan St,2200.0,628.0,132,3,7,15,2,Monolit,3.0,Newly repaired,09.10.2021,09.10.2021,08.05.2022,40.1880743,44.521181,"66, Տերյան փողոց, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Securitysystem,Gym,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Teryan+St/Center/Yerevan/115129,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,750.0,688.0,62,2,5,16,1,Monolit,2.8,Newly repaired,09.10.2021,09.10.2021,08.05.2022,40.2040303,44.5167895,"ԲՈՇ ավտոսերվիս, Նաիրի Զարյան փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/N.+Zaryan+St/Arabkir/Yerevan/115127,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, A. Avetisyan St",Yerevan, Arabkir, A. Avetisyan St,800.0,725.0,165,4,4,6,2,Monolit,2.8,Good,09.10.2021,09.10.2021,08.05.2022,40.1995671,44.5040961,"120, Ավետ Ավետիսյան փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Openbalcony,Equipment,Furniture",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/A.+Avetisyan+St/Arabkir/Yerevan/115178,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,1500.0,839.0,180,4,9,14,3,Monolit,2.8,Newly repaired,09.10.2021,09.10.2021,08.05.2022,40.1821316,44.4970912,"40, Ձորափի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Loggia,Openbalcony,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Dzorap+St/Center/Yerevan/115181,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Griboedov St",Yerevan, Arabkir, Griboedov St,711.0,636.0,80,3,5,15,1,Monolit,3.0,Newly repaired,08.10.2021,08.10.2021,08.05.2022,40.2127333,44.5145065,"23/4, Գրիբոյեդով փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Griboedov+St/Arabkir/Yerevan/115114,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,2500.0,716.0,180,4,6,12,2,Monolit,2.8,Newly repaired,08.10.2021,08.10.2021,08.05.2022,40.1818365,44.5136055,"21, Պուշկինի փողոց, Կենտրոն, Երևան, 010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Pushkin+St/Center/Yerevan/115109,0,,0,,for rent,apartment,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,800.0,639.0,75,2,3,7,1,Monolit,2.8,Newly repaired,08.10.2021,08.10.2021,08.05.2022,40.1771064,44.502793,"1, Պարոնյան փողոց, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Mashtots+Ave/Center/Yerevan/115099,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,750.0,764.0,62,2,5,16,1,Monolit,3.0,Newly repaired,06.10.2021,06.10.2021,08.05.2022,40.2040303,44.5167895,"ԲՈՇ ավտոսերվիս, Նաիրի Զարյան փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/N.+Zaryan+St/Arabkir/Yerevan/115051,0,,0,,for rent,apartment,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Zakyan St",Yerevan, Center, Zakyan St,750.0,536.0,100,3,3,4,1,Stone,3.2,Good,04.10.2021,11.12.2021,08.05.2022,40.1762237,44.5045984,"10/1, Գրիգոր Լուսավորչի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Tile,Parquet,Sunny,View,Bilateral,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Zakyan+St/Center/Yerevan/114981,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,1500.0,777.0,130,3,3,6,2,Stone,3.0,Newly repaired,04.10.2021,04.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/114957,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
"Yerevan, Center, NarDos St",Yerevan, Center, NarDos St,400.0,882.0,40,2,2,9,1,Panel,2.8,Newly repaired,04.10.2021,04.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/NarDos+St/Center/Yerevan/114953,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,700.0,739.0,68,2,4,16,1,Other,2.8,Newly repaired,04.10.2021,04.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Dzorap+St/Center/Yerevan/114952,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Mamikoniants alley",Yerevan, Arabkir, Mamikoniants alley,1000.0,712.0,100,4,4,4,2,Monolit,2.8,Newly repaired,04.10.2021,04.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,View",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Mamikoniants+alley/Arabkir/Yerevan/114951,0,,0,,for rent,apartment,bars.am,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,2000.0,672.0,185,3,10,13,2,Monolit,3.0,Newly repaired,03.10.2021,03.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Garage,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Abovyan+St/Center/Yerevan/114925,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"Yerevan, Center, Yekmalyan St",Yerevan, Center, Yekmalyan St,1000.0,731.0,41,2,4,18,1,Monolit,3.0,Newly repaired,03.10.2021,03.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Yekmalyan+St/Center/Yerevan/114923,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Griboedov St",Yerevan, Arabkir, Griboedov St,650.0,2840.0,60,3,9,15,1,Monolit,2.8,Good,03.12.2019,16.12.2019,08.05.2022,40.2057468,44.5141362,"6, Գրիբոյեդով փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Roadside,Closetothebusstation,View,Sunny,Laminateflooring,Tile,Eurowindows,Elevator,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Griboedov+St/Arabkir/Yerevan/89701,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,750.0,2532.0,90,3,7,7,1,Monolit,3.0,Newly repaired,02.12.2019,24.03.2020,08.05.2022,40.1820619,44.5208837,"110, Նալբանդյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Heatedfloor,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Sayat-Nova+Ave/Center/Yerevan/89639,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Saryan St",Yerevan, Center, Saryan St,450.0,2853.0,63,2,4,10,1,Stone,3.2,Newly repaired,01.12.2019,13.04.2021,08.05.2022,40.1844812,44.5059276,"Converse Bank, 22, Սարյանի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Parquet,Sunny,View,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Saryan+St/Center/Yerevan/89625,0,,0,,for rent,apartment,myrealty.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Dzorap St",Yerevan, Center, Dzorap St,2000.0,3077.0,230,3,8,16,3,Monolit,3.0,Newly repaired,30.11.2019,24.03.2020,08.05.2022,40.1821316,44.4970912,"40, Ձորափի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Water,water24/7,Electricity,Centralheating","Irondoor,Bilateral,Securitysystem,Parking,Roadside,View,Sunny,Parquet,Tile,Eurowindows,Elevator,Loggia,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Dzorap+St/Center/Yerevan/89578,0,,0,,for rent,apartment,bars.am,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,1300.0,2772.0,88,3,7,15,2,Monolit,3.0,Newly repaired,29.11.2019,01.05.2020,08.05.2022,40.1829003,44.507531,"89, Բյուզանդի փողոց, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Buzand+St/Center/Yerevan/89533,0,,0,,for rent,apartment,myrealty.am,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,950.0,3118.0,103,3,4,8,2,Monolit,2.8,Newly repaired,29.11.2019,12.04.2021,08.05.2022,40.2098294,44.5285311,"3, Նիկողայոս Ադոնցի փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Centralheating,Hotwater,Gas,Heating","View,Sunny,Laminateflooring,Tile,Eurowindows,Elevator,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Adonts+St/Arabkir/Yerevan/89531,0,,0,,for rent,apartment,bars.am,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,500.0,1178.0,35,2,3,4,1,Stone,3.2,Newly repaired,29.11.2019,16.12.2019,08.05.2022,40.1817206,44.5206794,"106, Նալբանդյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Playground,Park,Closetothebusstation,View,Sunny,Parquet,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-rent/Nalbandyan+St/Center/Yerevan/89486,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,500.0,2988.0,35,1,3,4,1,Stone,3.0,Newly repaired,29.11.2019,12.04.2021,08.05.2022,40.1817206,44.5206794,"106, Նալբանդյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Irrigation,Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Heating","Irondoor,Parking,Closetothebusstation,View,Laminateflooring,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/1-bedroom/apartment-for-rent/Nalbandyan+St/Center/Yerevan/89560,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"Yerevan, Qanaqer-Zeytun, A. Tigranyan St",Yerevan, Qanaqer-Zeytun, A. Tigranyan St,500.0,2006.0,100,4,4,12,1,Panel,2.8,Newly repaired,28.11.2019,13.12.2019,08.05.2022,40.2012051,44.5241085,"5, Արմեն Տիգրանյանի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Playground,Park,Closetothebusstation,View,Sunny,Parquet,Tile,Eurowindows,Elevator,Equipment,Furniture",https://myrealty.am/en/4-bedroom/apartment-for-rent/A.+Tigranyan+St/Qanaqer-Zeytun/Yerevan/89432,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,550.0,2939.0,41,2,13,15,1,Monolit,3.0,Newly repaired,28.11.2019,07.05.2020,08.05.2022,40.1799198,44.5114776,"17, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Buzand+St/Center/Yerevan/89431,0,,0,,for rent,apartment,bars.am,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
